"1000","2","手册","","手册"
"1010","2","MAXON 手册","","MAXON 手册"
"1011","2","BodyPaint 3D","","BodyPaint 3D"
"1016","2","CINEMA 4D Broadcast","","CINEMA 4D Broadcast"
"1015","2","CINEMA 4D Visualize","","CINEMA 4D Visualize"
"1014","2","CINEMA 4D Studio","","CINEMA 4D Studio"
"1017","2","CINEMA 4D Lite","","CINEMA 4D Lite"
"43666","2","参考","","参考"
"43668","2","CINEMA 4D","","CINEMA 4D"
"11347","2","帮助功能","","帮助功能"
"11347","7","在线帮助","","帮助功能"
"11347","3","手动获取帮助","hl_1","帮助功能n"
"11347","3","历史","hl_2","帮助功能"
"11347","3","目录","hl_3","帮助功能"
"11347","3","搜索","hl_4","帮助功能"
"11347","3","全文搜索","hl_5","帮助功能"
"11347","3","直接从帮助文件加载场景","hl_6","帮助功能"
"11347","3","浏览器弹出菜单","hl_7","帮助功能"
"11347","7","打印","no_command_1","帮助功能"
"11347","3","基于内容的快速帮助","hl_8","帮助功能"
"11347","3","复制段落","hl_9","帮助功能"
"11347","3","书签","hl_10","帮助功能"
"11347","7","添加书签","PLUGIN_Cmd_1021417","帮助功能"
"11347","7","管理书签...","PLUGIN_Cmd_1021418","帮助功能"
"11347","7","列表","no_command_2","帮助功能"
"1001","2","CINEMA 4D Prime","","CINEMA 4D Prime"
"5425","2","使用","","使用"
"5425","3","开始","hl_1","使用"
"5425","1","命令行","","使用"
"5425","3","快捷键 1 to 8","hl_2","使用"
"5425","3","用户界面","hl_3","使用"
"5425","3","快速导航","hl_4","使用"
"5425","3","主菜单","hl_5","使用"
"5425","3","管理器","hl_6","使用"
"5425","3","窗口","hl_7","使用"
"5425","3","菜单栏","hl_8","使用"
"5425","3","图标调板","hl_9","使用"
"5425","3","标签","hl_10","使用"
"5425","3","上下文菜单","hl_11","使用"
"5425","3","视图面板","hl_12","使用"
"5425","3","对象管理器","hl_13","使用"
"5425","3","材质管理器","hl_14","使用"
"5425","3","坐标管理器","hl_15","使用"
"5425","3","动画工具栏","hl_16","使用"
"5425","3","属性管理器","hl_17","使用"
"5425","1","OpenGL","","使用"
"5425","1","Modellieren","","使用"
"5425","1","建模","","使用"
"5425","3","Modeling Techniques","hl_18","使用"
"5425","3","构造几何实体","hl_19","使用"
"5425","3","多边形建模","hl_20","使用"
"5425","3","雕刻","hl_21","使用"
"5425","3","生成器","hl_22","使用"
"5425","3","细分曲面","hl_23","使用"
"5425","3","融球","hl_24","使用"
"5425","3","布尔 / 变形器","hl_25","使用"
"5426","2","视图和视口","","视图和视口"
"5426","1","3D 视图","","视图和视口"
"5426","1","3D 显示","","视图和视口"
"5426","1","显示","","视图和视口"
"5426","7","3D 视图","","视图和视口"
"5426","3","优化视口的显示速度","hl_1","视图和视口"
"5426","1","刷新速度","","视图和视口"
"5426","1","编辑速度","","视图和视口"
"5426","1","视口速度","","视图和视口"
"5426","1","优化速度","","视图和视口"
"5852","2","视图","","视图"
"5852","7","用作渲染视图","PLUGIN_Cmd_13931","视图"
"5852","7","撤销视图","PLUGIN_Cmd_12477","视图"
"5852","7","重做视图","PLUGIN_Cmd_12478","视图"
"5852","7","框显场景","PLUGIN_Cmd_12288","视图"
"5852","7","框显场景中初摄像机 / 灯光外的对象","PLUGIN_Cmd_12148","视图"
"5852","7","恢复默认场景","PLUGIN_Cmd_12149","视图"
"5852","7","框显选取元素","PLUGIN_Cmd_13038","视图"
"5852","7","框显活动对象","PLUGIN_Cmd_12151","视图"
"5852","7","镜头移动","PLUGIN_Cmd_1016007","视图"
"5852","7","镜头放大","PLUGIN_Cmd_1016008","视图"
"5852","7","镜头缩放","PLUGIN_Cmd_1016009","视图"
"5852","7","重绘","PLUGIN_Cmd_12147","视图"
"3065","4","视口","","视口"
"3065","2","视口","","视口"
"3065","7","Configure...","PLUGIN_Cmd_12287","视口"
"3065","7","Configure All...","PLUGIN_Cmd_17138","视口"
"3066","8","Title","BASEDRAW_TITLE","视口：显示"
"3066","6","Active Object","BASEDRAW_GROUP_ACTIVEOBJECT","视口：显示"
"3066","8","Use Layer Color","BASEDRAW_DATA_USE_LAYERCOLOR","视口：显示"
"3066","8","Outlines","BASEDRAW_DATA_OUTLINE","视口：显示"
"3066","8","Shading","BASEDRAW_DATA_SDISPLAYACTIVE","视口：显示"
"3066","10","Gouraud Shading","BASEDRAW_SDISPLAY_GOURAUD","视口：显示"
"3066","10","Gouraud Shading (Lines)","BASEDRAW_SDISPLAY_GOURAUD_WIRE","视口：显示"
"3066","10","Quick Shading","BASEDRAW_SDISPLAY_QUICK","视口：显示"
"3066","10","Quick Shading (Lines)","BASEDRAW_SDISPLAY_QUICK_WIRE","视口：显示"
"3066","10","Constant Shading","BASEDRAW_SDISPLAY_FLAT","视口：显示"
"3066","10","Constant Shading (Lines)","BASEDRAW_SDISPLAY_FLAT_WIRE","视口：显示"
"3066","10","Hidden Line","BASEDRAW_SDISPLAY_HIDDENLINE","视口：显示"
"3066","10","Lines","BASEDRAW_SDISPLAY_NOSHADING","视口：显示"
"3066","8","Wire","BASEDRAW_DATA_WDISPLAYACTIVE","视口：显示"
"3066","10","Wireframe","BASEDRAW_WDISPLAY_WIREFRAME","视口：显示"
"3066","10","Isoparms","BASEDRAW_WDISPLAY_ISOPARMS","视口：显示"
"3066","10","Box","BASEDRAW_WDISPLAY_BOX","视口：显示"
"3066","10","Skeleton","BASEDRAW_WDISPLAY_SKELETON","视口：显示"
"3066","8","Display Tags","BASEDRAW_DATA_USEPROPERTIESACTIVE","视口：显示"
"3066","8","Normals","BASEDRAW_DATA_SHOWNORMALS","视口：显示"
"3066","8","Selected Only","BASEDRAW_DATA_SELECTED_NORMALS","视口：显示"
"3066","8","Animation Path","BASEDRAW_DATA_SHOWPATH","视口：显示"
"3066","8","X-Ray","BASEDRAW_DATA_XRAY","视口：显示"
"3066","8","Isoline Editing","BASEDRAW_DATA_SDSEDIT","视口：显示"
